#fields	index	rw_pattern
0	*.covid
1	*.2spyware
2	*.vari
3	*.Zyr
4	*.AB89
5	*.xati
6	*.pandemic
7	*.Spade
8	*.cymcrypt
9	*.*.\[recoverydata@qbmail.biz\].data
10	*.oonn
11	*.0.cs
12	*.0.vb
13	*.djang0unchain3d
14	*.week
15	*.zes
16	.*AgeLocker
17	*.1dec
18	*.nef1lim
19	*.46orz
20	*@pm.me*
21	*.itunes
22	*.rgnk
23	*. tcwwasted
24	*.tcwwasted
25	*.ZaCaPa
26	*.id-*\[FileFixer@ProtonMail.com\].LOCKED
27	*.PPHL
28	*.tools_ensikology
29	*.*jalicry*
30	*.GlUtEzOn.VaNoLe
31	*.nile
32	*.MH24
33	*_out
34	*.silvertor
35	*.mechu4Po
36	*.Ieph0uxo
37	*.mnbzr
38	*.deadfiles
39	*.DECC
40	*.tcprx
41	*.RANDOM
42	*.xienvkdoc
43	*.kook
44	*.GARMINWASTED
45	*.erif
46	*.pstKll
47	*.\[sleepme134@gmail.com\]\[ID-*\].Void
48	*.eduransom
49	*.RE78P
50	*.Globeimposter-Alpha865qqz
51	*.spare
52	*.dwmapi
53	*.\[openpgp@foxmail.com\].pgp
54	*.GlobeimposterAlpha865qqz
55	*.bbawasted
56	*.*wasted_info
57	*.kuus
58	*.flowEncryption
59	*.homer
60	*.\[TorS@Tuta.Io\]
61	*.beijing
62	*.rlhwasted_info
63	*.FastWind
64	*.52pojie
65	*.rlhwasted
66	*.BNFD
67	*.(*dungeon*-0_0)
68	*.jwjs
69	*prnds
70	*CoronaCrypt*
71	*SpartCrypt*
72	*.VinDizelPux
73	*.GNS
74	*.AL8P
75	*.gyga
76	*.NHLP
77	*.lxhlp
78	*.felix
79	*.prnds
80	*.bmtf
81	*.sthd2
82	*.zbw
83	*.hacker_decryption@protonmail.ch
84	*.Drop
85	*.bado
86	*.XINOF
87	*.smpl
88	*.readme
89	*.repl
90	*.Try2Cry
91	*.repter
92	*.teamV
93	*.panther
94	*.SilentDeath
95	*.aris
96	*.maas
97	*.CryCryptor
98	*.wholocked
99	*.*wasted
100	*.encoded_PL
101	*.lolkek
102	*.id-*.\[databack2@protonmail.com\].dtbc
103	*.RABBIT
104	*.zida
105	*.support
106	*.KoxENy1Wq
107	*.id-*.\[Recovery@qbmail.biz\].credo
108	*.pykw
109	*.team
110	*._HE
111	*._HE._LP,
112	*.CRYPTBD
113	*.moba
114	*.crimson
115	*.jsus
116	*.CroNi.ZoNe
117	*.7303yt
118	*.gomer
119	*.Email=\[russiawolf09@gmail.com\]ID=\[*\].zip
120	*.EG83
121	*.id-*.\[savebase@aol.com\].base
122	*.\[dungeon\]-0_0
123	*.vawe
124	*.20dfs
125	*.r3f5s
126	*.mwahah*
127	*.usam
128	*.tabe
129	*.Badboy
130	*.ESCAL*
131	*.TELEGRAM
132	*.EG
133	*.coka
134	*.jpg.js*
135	*.origami
136	*.mwahahah
137	*.hck
138	*.nypd
139	*.thanos
140	*.zwer
141	*.CrYo
142	*.AG88G
143	*.ZRB
144	*.ElvisPresley
145	*wifi*hacker*
146	*.avdn
147	*.club
148	*.wch
149	*.nm8kci
150	*.kkll
151	*unluckyware*
152	*.dsec
153	*.SIGARETA
154	*.xdrop
155	*.BOMBO
156	*.hex911
157	*.VIVELAG
158	*.space
159	*.Fonix
160	*.nlah
161	*.unwa
162	*@*.banks*
163	*.eight
164	*.\[*\].bclaw
165	*.pezi
166	*.fuckunicorn*
167	*.vfcfocxph
168	*.fuckunicornhtrhrtjrj
169	*.bclaw
170	.111111
171	*.bang
172	*.id-*.\[paybit@aol.com\].payB
173	*.payB
174	*.corona-lock
175	*.biglock
176	*.covm
177	*.proL0ck
178	*.eking
179	*@rape.lol*
180	*.M0rphine
181	*.id-*.\[*@*\].NET
182	*.\[decryptadmin@protonmail.com\]\[ID-*\].Void
183	*.0day0
184	*.cxk
185	*.dodged
186	*.pr0Lock
187	*.xsmb
188	*.Zekwacrypt
189	*.ZeroFucks
190	*.Zenis
191	*.ZimbraCryptor
192	*.ZeroRansom
193	*.ZipLocker
194	*.Zoldon
195	*.ZQ
196	*.ZariqaCrypt
197	*.YouAreFucked
198	*.XYZWare
199	*.XCry
200	*.XTP
201	*.Wulfric
202	*.WonderCrypter
203	*.WinRarer
204	*.Winnix
205	*.WininiCrypt
206	*.WildFire
207	*.WhiteRose
208	*.WhatAFuck
209	*.Wesker
210	*.WannaSpam
211	*.WannaSmile
212	*.WannaPeace
213	*.WannaDie
214	*.WannaCry*
215	*.Waffle
216	*.Vurten
217	*.Vortex
218	*.VoidCrypt
219	*.VMola
220	*.VindowsLocker
221	*.ViACrypt
222	*.Venus
223	*.Venis
224	*.Vega
225	*.VaultCrypt
226	*.V8Locker
227	*.Uyari
228	*.UserFilesLocker
229	*.Useless
230	*.Unlock92
231	*.Unlock26
232	*.Unknown
233	*.UnblockUPC
234	*.Ungluk
235	*.UmbreCrypt
236	*.Ukash
237	*.UCCU
238	*.TurkStatik
239	*.TrumpLocker
240	*.TrueCrypter
241	*.Troldesh
242	*.Trojan.Encoder.6491
243	*.TowerWeb
244	*.TotalWipeOut
245	*.Torchwood
246	*.TheDarkEncryptor
247	*.TheDMR
248	*.TeslaWare
249	*.Teslarvng
250	*.TeslaCrypt
251	*.Termite
252	*.TellYouThePass
253	*.Telecrypt
254	*.Team XRat
255	*.T1Happy
256	*.SZFLocker
257	*.SystemCrypter
258	*.SyncCrypt
259	*.SynAck
260	*.SuperB
261	*.SunCrypt
262	*.Stupid
263	*.Striked
264	*.Storm
265	*.StorageCrypter
266	*.Stampado
267	*.SQ_
268	*.SpartCrypt
269	*.Spartacus
270	*.SoFucked
271	*.SNSLocker
272	*.Smrss32
273	*.SkyFile
274	*.Skull
275	*.SintaLocker
276	*.Simple_Encoder
277	*.SilentSpring
278	*.Sigma
279	*.Shujin
280	*.ShkolotaCrypt
281	*.ShivaGood
282	*.Shigo
283	*.ShellLocker
284	*.SFile
285	*.SerbRansom
286	*.Seon
287	*.ScareCrow
288	*.SatanCryptor
289	*.Sanctions
290	*.SamSam
291	*.Salsa
292	*.SADStory
293	*.Sadogo
294	*.SadComputer
295	*.SAD
296	*.Russian EDA2
297	*.Russenger
298	*.Ruby
299	*.RSAUtil
300	*.RSA2048Pro
301	*.RSA-NI
302	*.Roza
303	*.RotorCrypt
304	*.RoshaLock
305	*.Roga
306	*.REvil
307	*.RetMyData
308	*.RenLocker
309	*.RemindMe
310	*.Relock
311	*.Rektware
312	*.REKTLocker
313	*.RedBoot
314	*.RarVault
315	*.RaRansomware
316	*.RansomWarrior
317	*.RansomPlus
318	*.Ransomnix
319	*.RansomCuck
320	*.Rans0m
321	*.RanRan
322	*.Ranion
323	*.RandomLocker
324	*.Random6
325	*.Ragnar
326	*.Radiation
327	*.RackCrypt
328	*.RabbitFox
329	*.RAA-SEP
330	*.R980
331	*.QwertyCrypt
332	*.Quimera
333	*.QuakeWay
334	*.QP
335	*.qkG
336	*.PyLocky
337	*.PyL33T
338	*.PyCL
339	*.PwndLocker
340	*.PureLocker
341	*.PshCrypt
342	*.Protected
343	*.ProLock
344	*.Project57
345	*.Project34
346	*.PrincessLocker
347	*.Pr0tector
348	*.PPDDDP
349	*.PowerWare
350	*.PowerLocky
351	*.PopCornTime
352	*.PonyFinal
353	*.PoisonFang
354	*.Plague17
355	*.Pickles
356	*.PhoneNumber
357	*.Philadelphia
358	*.PhantomChina
359	*.PGPSnippet
360	*.PewCrypt
361	*.Petna
362	*.Pendor
363	*.PEC 2017
364	*.PClock
365	*.PaySafeGen
366	*.PayPalGenerator2019
367	*.Paymen45
368	*.Paradise
369	*.Ozoza
370	*.Ouroboros
371	*.Ordinypt
372	*.OpJerusalem
373	*.OpenToYou
374	*.OnyxLocker
375	*.Nyton
376	*.Nx
377	*.NullByte
378	*.Nuke
379	*.NSB
380	*.NotAHero
381	*.Nomikon
382	*.NMoreira
383	*.Nhtnwcuf
384	*.NextCry
385	*.NewHT
386	*.Netwalker
387	*.Netix
388	*.NETCrypton
389	*.Nemucod
390	*.NegozI
391	*.NCrypt
392	*.NanoLocker
393	*.n1n1n1
394	*.Mystic
395	*.MrDec
396	*.MoWare
397	*.MOTD
398	*.MorrisBatchCrypt
399	*.MoonCrypter
400	*.Montserrat
401	*.MongoLock
402	*.Mobef
403	*.MNS
404	*.Mischa
405	*.MireWare
406	*.MirCop
407	*.Minotaur
408	*.MindSystem
409	*.Meteoritan
410	*.Mespinoza
411	*.MegaLocker
412	*.Medusa
413	*.MCrypt2018
414	*.Maykolin
415	*.MauriGo
416	*.MarsJoke
417	*.MarraCrypt
418	*.Marlboro
419	*.Marduk
420	*.Maoloa
421	*.MalwareTech*
422	*.Magniber
423	*.MafiaWare
424	*.MAFIA
425	*.MadBit
426	*.LowLevel04
427	*.LoveServer
428	*.Lost_Files
429	*.Lortok
430	*.LooCipher
431	*.LonleyCrypt
432	*.LongTermMemoryLoss
433	*.LockTaiwan
434	*.LockerGoga
435	*.LockedByte
436	*.Locked-In
437	*.LockCrypt
438	*.LockBox
439	*.Lock2017
440	*.LMAOxUS
441	*.LLTP
442	*.LittleFinger
443	*.LightningCrypt
444	*.LambdaLocker
445	*.Ladon
446	*.L33TAF
447	*.KryptoLocker
448	*.Kriptovor
449	*.Krider
450	*.KratosCrypt
451	*.Kozy.Jozy
452	*.Kolobo
453	*.KokoKrypt
454	*.Kirk
455	*.KillRabbit
456	*.KillerLocker
457	*.KEYHolder
458	*.KeyBTC
459	*.Kerkoporta
460	*.KeRanger
461	*.KCW
462	*.KawaiiLocker
463	*.Kasiski
464	*.Karo
465	*.Karmen
466	*.Karma
467	*.Kaenlupuf
468	*.JungleSec
469	*.JuicyLemon
470	*.JosepCrypt
471	*.JoeGo
472	*.JobCrypter
473	*.JNEC.a
474	*.Jigsaw
475	*.Jemd
476	*.JeepersCrypt
477	*.JapanLocker
478	*.Jager
479	*.Jack.Pot
480	*.JabaCrypter
481	*.Ishtar
482	*.Iron
483	*.iRansom
484	*.InsaneCrypt
485	*.InfoDot
486	*.InfinityLock
487	*.InfiniteTear
488	*.InducVirus
489	*.Ims00ry
490	*.ILElection2020
491	*.IFN643
492	*.IEncrypt
493	*.HydraCrypt
494	*.Hydra
495	*.Hucky
496	*.HPE iLO
497	*.HolyCrypt
498	*.HollyCrypt
499	*.HKCrypt
500	*.HildaCrypt
501	*.HiddenTear
502	*.Heropoint
503	*.HelpDCFile
504	*.Help50
505	*.Hells
506	*.Heimdall
507	*.HDDCryptor
508	*.hc7
509	*.hc6
510	*.Halloware
511	*.Hakbit
512	*.HadesLocker
513	*.GX40
514	*.GusCrypter
515	*.GPGQwerty
516	*.GPCode
517	*.GPAA
518	*.Gorgon
519	*.GoRansom
520	*.Gomasom
521	*.GoldenEye
522	*.Golden Axe
523	*.GoGoogle
524	*.Globe3
525	*.GlobeImposter
526	*.Gibon
527	*.Gibberish
528	*.GhostHammer
529	*.GhostCrypt
530	*.GetCrypt
531	*.GermanWiper
532	*.Gerber
533	*.GC47
534	*.GandCrab2
535	*.GandCrab
536	*.Galacti-Crypter
537	*.FuxSocy
538	*.FunFact
539	*.FuckSociety
540	*.FS0ciety
541	*.FrozrLock
542	*.FreeMe
543	*.FLKR
544	*.Flatcher3
